task_name,pct
access computerized financial information to answer general questions as well as those related to specific accounts.,0.0030699590742697
act as an intermediary in negotiations between buyers and sellers over property prices and settlement details and during the closing of sales.,0.0068809427526735
"act as an intermediary in negotiations between buyers and sellers, generally representing one or the other.",0.0105860657733438
adapt instructional content or delivery methods for different levels or types of learners.,0.0176787298414842
adapt teaching methods and instructional materials to meet students' varying needs and interests.,0.0041285656516041
adapt text to accommodate musical requirements of composers and singers.,0.0038109836784037
"adapt translations to students' cognitive and grade levels, collaborating with educational team members as necessary.",0.0046578689402713
"address the relationships of quantities, magnitudes, and forms through the use of numbers and symbols.",0.0504955337388502
"administer and score applicant and employee aptitude, personality, and interest assessment instruments.",0.0017996311814684
administer document and system access rights and revision control to ensure security of system and integrity of master documents.,0.0068809427526735
"administer highway planning, construction, or maintenance.",0.0038109836784037
administer online purchasing systems.,0.0250889758828249
administer standardized ability and achievement tests and interpret results to determine students' strengths and areas of need.,0.0101626231424101
"administer, dispense, or prescribe natural medicines such as food or botanical extracts, herbs, dietary supplements, vitamins, nutraceuticals, and amino acids.",0.0017996311814684
"administer, proctor, or score academic or diagnostic assessments.",0.0449907795367114
advise and teach students.,0.001693770523735
"advise business or other groups on local, national, or international factors affecting the buying or selling of products or services.",0.0041285656516041
"advise clients concerning business transactions, claim liability, advisability of prosecuting or defending lawsuits, or legal rights and obligations.",0.0042344263093375
advise clients on how they could be helped by counseling.,0.0194783610229527
"advise clients on market conditions, prices, mortgages, legal requirements and related matters.",0.0245596725941577
advise corporations on issues involving corporate image projects or problems.,0.0851119688176846
advise customer about or perform maintenance of software system.,0.0021172131546687
"advise customers concerning equipment operation, maintenance, or programming.",0.0021172131546687
advise customers of necessary actions and strategies for debt repayment.,0.0034934017052034
"advise food service managers and organizations on sanitation, safety procedures, menu development, budgeting, and planning to assist with the establishment, operation, and evaluation of food service facilities and nutrition programs.",0.0019054918392018
"advise management concerning personnel, managerial, and marketing policies and practices and their potential effects on organizational effectiveness and efficiency.",0.0063516394640063
"advise management regarding customer satisfaction, product performance, or suggestions for product improvements.",0.0056106148598722
advise or assist in obtaining patents or meeting other legal requirements.,0.0028582377588028
"advise or instruct patients regarding preventive dental care, the causes and treatment of dental problems, or oral health care services.",0.0093157378805426
"advise patients and their families on nutritional principles, dietary plans and diet modifications, and food selection and preparation.",0.0023289344701356
advise students on academic and vocational curricula and career issues.,0.0023289344701356
advise students on academic and vocational curricula and on career issues.,0.0088922952496088
"advise students on academic and vocational curricula, and on career issues.",0.0026465164433359
"advise students on academic and vocational curricula, career issues, and laboratory and field research.",0.001693770523735
"align, adjust, or calibrate equipment according to specifications.",0.0020113524969353
analyze all aspects of corporate logistics to determine the most cost-effective or efficient means of transporting products or supplies.,0.0131267215589463
"analyze and characterize user experiences and institutional settings to assist consumer product developers, technology developers, and software engineers with the design of innovative products and services.",0.0021172131546687
analyze and classify risks and investments to determine their potential impacts on companies.,0.034510574421101
analyze and evaluate patient data or test findings to diagnose nature or extent of mental disorder.,0.0017996311814684
analyze and evaluate robotic systems or prototypes.,0.0032816803897365
"analyze and evaluate security operations to identify risks or opportunities for improvement through auditing, review, or assessment.",0.199123897196598
"analyze and interpret patient, nursing, or information systems data to improve nursing services.",0.0039168443361372
"analyze and interpret patients' histories, symptoms, physical findings, or diagnostic information to develop appropriate diagnoses.",0.0493310665037824
"analyze and interpret results from tests such as microbial or parasite tests, urine analyses, hormonal assays, fine needle aspirations (fnas), and polymerase chain reactions (pcrs).",0.1106243873314433
analyze and record personnel or operational data and write related activity reports.,0.0015879098660015
"analyze and record test data to issue reports that use charts, graphs, or narratives.",0.2640164803871959
analyze and report computer network security breaches or attempted breaches.,0.0718793866010048
"analyze applicants' financial status, credit, and property evaluations to determine feasibility of granting loans.",0.0020113524969353
"analyze archival data such as birth, death, and disease records.",0.001693770523735
analyze available data and consult with other scientists to determine parameters of experimentation and suitability of analytical models.,0.0143970494517476
"analyze business operations, trends, costs, revenues, financial commitments, and obligations to project future revenues and expenses or to provide advice.",0.0155615166868154
analyze characteristics of animals to identify and classify them.,0.183668241167516
analyze clinical data using appropriate statistical tools.,0.0015879098660015
"analyze clinical or survey data using statistical approaches such as longitudinal analysis, mixed effect modeling, logistic regression analyses, and model building techniques.",0.0015879098660015
"analyze competitive market strategies through analysis of related product, market, or share trends.",0.0101626231424101
"analyze complex systems to determine potential for further development, production, interoperability, compatibility, or usefulness in a particular area, such as aviation.",0.0118563936661451
"analyze computer and information technologies to determine applicability to nursing practice, education, administration and research.",0.002434795127869
"analyze corporate intelligence data to identify trends, patterns, or warnings indicating threats to security of people, assets, information, or infrastructure.",0.0547299600481877
analyze credit data and financial statements to determine the degree of risk involved in extending credit or lending money.,0.00677508209494
"analyze data from surveys, old records, or case studies, using statistical software.",0.0500720911079164
"analyze data such as interview notes, test results, and reference manuals to identify symptoms and to diagnose the nature of clients' problems.",0.0083629919609416
analyze data to assess distance learning program status or to inform decisions for distance learning programs.,0.0025406557856025
analyze data to determine answers to questions from customers or members of the public.,0.0961214772219622
analyze data to determine feasibility of product proposals.,0.0169377052373501
analyze data to determine the effectiveness of treatments or therapy approaches.,0.0035992623629369
"analyze data to determine validity, quality, and scientific significance and to interpret correlations between human activities and environmental effects.",0.0029640984165362
"analyze determinants responsible for specific inherited traits, and devise methods for altering traits or producing new traits.",0.0027523771010694
analyze developments in specific field to determine need for revisions in previously published materials and development of new material.,0.0316523366622981
"analyze electronics system requirements, capacity, cost, or customer needs to determine project feasibility.",0.0026465164433359
analyze equipment performance records to assess equipment functioning.,0.005081311571205
"analyze expenditures and other financial information to develop plans, policies, or budgets for increasing profits or improving services.",0.0046578689402713
analyze experimental data and interpret results to write reports and summaries of findings.,0.2145795532256801
"analyze financial data to detect irregularities in areas such as billing trends, financial relationships, and regulatory compliance procedures.",0.0040227049938706
analyze financial information obtained from clients to determine strategies for meeting clients' financial objectives.,0.0381098367840379
analyze financial or operational performance of companies facing financial difficulties to identify or recommend remedies.,0.0061399181485394
"analyze geographic information systems (gis) data to identify spatial relationships or display results of analyses, using maps, graphs, or tabular data.",0.0057164755176056
analyze information gathered by investigation and report findings and recommendations.,0.0023289344701356
analyze information obtained from management to conceptualize and define operational problems.,0.0913577476239575
"analyze information processing or computation needs and plan and design computer systems, using techniques such as structured analysis, data modeling and information engineering.",0.0363102056025694
"analyze information to determine, recommend, and plan computer specifications and layouts, and peripheral equipment modifications.",0.0332402465282997
"analyze information to determine, recommend, and plan installation of a new system or modification of an existing system.",0.0165142626064164
"analyze information to determine, recommend, and plan layout, including type of computers and peripheral equipment modifications.",0.056000287940989
"analyze job requirements and content to establish criteria for classification, selection, training, and other related personnel functions.",0.005081311571205
analyze laboratory findings to check the accuracy of the results.,0.0269944677220268
"analyze large molecular datasets such as raw microarray data, genomic sequence data, and proteomics data for clinical or basic research purposes.",0.0406504925696404
analyze market conditions to determine optimum times to execute securities transactions.,0.0899815590734228
"analyze network data to determine network usage, disk space availability, or server function.",0.007727828014541
"analyze operations to evaluate performance of a company or its staff in meeting objectives or to determine areas of potential cost reduction, program improvement, or policy change.",0.185362011691251
analyze or evaluate dental needs to determine changes or trends in patterns of dental disease.,0.0025406557856025
"analyze or interpret logistics data involving customer service, forecasting, procurement, manufacturing, inventory, transportation, or warehousing.",0.0515541403161846
"analyze or manipulate bioinformatics data using software packages, statistical applications, or data mining techniques.",0.00338754104747
analyze or synthesize client data to draw conclusions or make recommendations for therapy.,0.0075161066990741
"analyze organic or inorganic compounds to determine chemical or physical properties, composition, structure, relationships, or reactions, using chromatography, spectroscopy, or spectrophotometry techniques.",0.164613322775497
"analyze organizational, occupational, and industrial data to facilitate organizational functions and provide technical information to business, industry, and government.",0.599277183428996
analyze patrons' hair and other physical features to determine and recommend beauty treatment or suggest hair styles.,0.0043402869670709
analyze patrons' requests to determine needed information and assist in furnishing or locating that information.,0.0083629919609416
"analyze performance data to determine effectiveness of instructional systems, courses, or instructional materials.",0.0130208609012129
analyze physical findings and medical histories to make diagnoses according to oriental medicine traditions.,0.0026465164433359
analyze potential loan markets to find opportunities to promote loans and financial services.,0.0051871722289384
analyze prescribing trends to monitor patient compliance and to prevent excessive usage or harmful interactions.,0.0022230738124022
"analyze price proposals, financial reports, and other data and information to determine reasonable prices.",0.0038109836784037
analyze problems to develop solutions involving computer hardware and software.,0.0096333198537429
analyze product complaints and make recommendations regarding their reportability.,0.0031758197320031
"analyze records, reports, test results, or examination information to diagnose medical condition of patient.",0.0859588540795521
"analyze research data to determine its significance, using computers.",0.0633046733245963
analyze samples of biological material for chemical content or reaction.,0.0066692214372066
analyze statistical data and reports to identify and determine causes of personnel problems and develop recommendations for improvement of organization's personnel policies and practices.,0.002434795127869
